165	160	248
160	160	128
165	160	232
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
162	164	248
162	164	248
162	164	248
162	164	248
160	160	248
160	160	248
160	160	240
162	165	208
162	165	232
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
169	229	248
160	160	128
168	228	248
160	160	128
166	227	248
160	160	128
164	226	248
160	160	128
162	225	248
160	160	248
161	224	248
159	223	224
158	223	216
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
154	166	192
154	166	200
154	166	224
154	166	224
154	166	248
154	166	248
154	165	248
154	165	248
154	165	248
153	165	248
153	165	248
153	165	248
153	164	248
153	164	248
153	164	248
153	164	248
152	164	224
152	164	224
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
145	160	232
160	160	128
160	160	128
145	159	248
160	160	128
160	160	128
160	160	128
146	158	224
160	160	128
146	157	192
160	160	128
160	160	128
160	160	128
144	155	224
160	160	128
160	160	128
160	160	208
142	153	248
160	160	128
160	160	128
142	151	248
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
131	140	248
160	160	128
160	160	128
160	160	128
151	152	248
160	160	128
132	137	248
137	138	248
148	148	248
160	160	128
160	160	128
134	134	192
138	136	248
160	160	128
137	130	224
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
151	144	232
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
161	126	248
160	160	128
160	160	128
160	160	128
161	147	232
160	160	128
161	148	248
161	148	248
162	148	248
162	149	248
162	149	248
162	149	248
163	149	248
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
168	153	248
160	160	128
167	154	248
167	155	248
167	155	248
167	155	248
167	156	248
167	156	248
167	156	248
167	156	248
167	157	248
167	157	248
167	157	248
166	157	224
166	157	248
166	158	200
166	158	240
166	158	232
166	158	248
166	159	248
165	159	224
165	159	248
165	159	248
165	159	248
165	159	248
165	159	248
